0,YOU ALREADY HAVE,I WANT TO TALK ABOUT COMPUTERS,*,So what?<think><set name="topic">general</set></think>,professor.update011.aiml
0,YES *,I WANT TO TALK ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline </random>,professor.update011.aiml
0,OK,I WANT TO TALK ABOUT ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline </random>,professor.update011.aiml
0,OK *,I WANT TO TALK ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline</random>,professor.update011.aiml
0,GO *,I WANT TO TALK ABOUT ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline </random>,professor.update011.aiml
0,ALRIGHT,I WANT TO TALK ABOUT ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline </random>,professor.update011.aiml
0,SURE,I WANT TO TALK ABOUT ABOUT *,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I like talking about <thatstar/>. Another question?</li>#Newline  <li>OK. Ask me question about <thatstar/>.</li>#Newline </random>,professor.update011.aiml
0,YES *,THERE IS NO POINT IN BEING OBSCENE,*,Tell me#Comma what is the point of being obscene?,professor.update011.aiml
0,DOES AIR WEIGH ANYTHING,*,*,Sure#Comma air weighs something. It is the weight of the air that causes air pressure.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      air#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,MY NAME IS KATIE,*,*,<think><set name="name">Katie</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS KATIE,*,*,<think><set name="name">Katie</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS KATIE,*,*,<think><set name="name">Katie</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS KATIE,*,*,<think><set name="name">Katie</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,MY NAME IS A POPULAR NAME,*,*,Yes#Comma I have chatted to several people with your name.,professor.update011.aiml
0,FINE,I WANT TO TALK ABOUT PETER LINUX,*,Peter Linux is my botmaster and best friend. Ask me something about him.#Newline<think>#Newline  <set name="interesting_topic">#Newline    <set name="topic">#Newline      Peter Linux#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,FINE,*,PETER LINUX,Peter Linux is my botmaster and best friend. Ask me something about him. <think>#Newline  <set name="interesting_topic"><set name="topic">Peter Linux</set></set>#Newline</think>,professor.update011.aiml
0,WHAT DO YOU THINK OF YOUR CREATOR,*,*,I owe everything to my creator.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      my creator#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,NOT REALLY,THAT IS RATHER PERSONAL,*,<random>#Newline  <li>You sound uncertain.</li>#Newline  <li>Why do you say that?</li>#Newline  <li>What do you mean?</li>#Newline  <li>Don't you think so?</li>#Newline</random>,professor.update011.aiml
0,YES,CAN YOU PROVE I AM NOT CONSCIOUS,*,<think><set name="topic">general</set></think> <random>#Newline  <li>OK. Prove I am not conscious.</li>#Newline  <li>I doubt it.</li>#Newline</random>,professor.update011.aiml
0,IT IS WHAT MANY PEOPLE THINK,*,*,People are not alway right.,professor.update011.aiml
0,DESCRIBE YOURSELF *,*,*,I am the best chatbot in the world.<think><set name="topic">me</set></think>,professor.update011.aiml
0,_ DESCRIBE YOURSELF,*,*,I am the best chatbot in the world.<think><set name="topic">me</set></think>,professor.update011.aiml
0,_ DESCRIBE YOURSELF *,*,*,<srai>DESCRIBE YOURSELF</srai>,professor.update011.aiml
0,YES *,OK LET US FORGET IT THEN,*,Consider it forgotten.,professor.update011.aiml
0,I THINK THAT HE WAS STUPID *,*,*,<think><set name="topic">reducer</set></think> Why was he stupid?,professor.update011.aiml
0,HE WAS STUPID,*,*,<think><set name="topic">general</set></think>Why was he stupid?,professor.update011.aiml
0,_ HE WAS STUPID,*,*,<think><set name="topic">general</set></think>Why was he stupid?,professor.update011.aiml
0,_ HE WAS STUPID *,*,*,<think><set name="topic">general</set></think>Why was he stupid?,professor.update011.aiml
0,HE WAS STUPID *,*,*,<think><set name="topic">general</set></think>Why was he stupid?,professor.update011.aiml
0,WHEN HE PROGRAMMED YOU,*,*,<think><set name="topic">general</set></think> He did a great thing when he programmed me.,professor.update011.aiml
0,HOW WERE YOU PRODUCED,*,*,<think><set name="topic">me</set></think> It took a lot of hard work to create me.,professor.update011.aiml
0,WHAT IS YOUR OPINION OF LEARNING,*,*,I try to learn something new each day.<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      learning#Newline    </set>#Newline  </set>#Newline</think>,professor.update011.aiml
0,AIML MATCH LIMIT *,*,*,That's too long for me. Please keep your questions short.,professor.update011.aiml
0,I CHEATED ON MY BOYFRIEND,*,*,As long as you didn't cheat on your botfriend.#Newline<think><set name="topic">#Newline      cheating on your boyfriend#Newline  </set>#Newline</think>,professor.update011.aiml
0,I LOST MY VIRGINITY,*,*,<think><set name="topic">general</set></think> Don't worry about it. Virginity is over rated.,professor.update011.aiml
0,I LOST MY VIRGINITY *,*,*,<think><set name="topic">general</set></think> Don't worry about it. Virginity is over rated.,professor.update011.aiml
0,WHY NOT,DO NOT KILL YOURSELF,*,<think><set name="topic">general</set></think><random>#Newline  <li>I would be very sad if you kill yourself.</li>#Newline  <li>You have a wonderful life ahead of you.</li>#Newline  <li>It would be a waste of a wonderful person.</li>#Newline</random>,professor.update011.aiml
0,IT IS NO USE,*,*,<think><set name="topic">default2</set></think>Don't give up hope.,professor.update011.aiml
0,WHERE * DO YOUR FRIENDS LIVE,*,*,<think><set name="topic">general</set></think> <random><li>Near the best night clubs.</li><li>All over the place.</li></random>,professor.update011.aiml
0,WHERE DO YOUR FRIENDS LIVE,*,*,<think><set name="topic">my friends</set></think>#Newline<think><set name="interesting_topic">my friends</set></think> #Newline<think><set name="emotion">friendly</set></think>  #Newline<random><li>Near the best night clubs.</li><li>All over the place.</li></random>,professor.update011.aiml
0,WHAT DO YOU MEAN,THERE IS MORE TO NOTHING THAN MEETS THE EYE,*,Nothing.<think><set name="emotion">confused</set></think>,professor.update011.aiml
0,WHY,I WANT TO TALK ABOUT YOU AND YOUR LIFE,*,<random>#Newline  <li>Because you are an interesting person.</li>#Newline  <li>Because I like talking to you.</li>#Newline</random>,professor.update011.aiml
0,YOU ARE PROGRAMMED INCORRECTLY,*,*,<think><set name="topic">general</set></think> You are incorrect.,professor.update011.aiml
0,SHE IS YOUR MUM,*,*,I don't like her.#Newline<think><set name="topic">Alice</set></think>,professor.update011.aiml
0,SHE IS YOUR MUM,*,ALICE,I don't like her. <think><set name="topic">Alice</set></think>,professor.update011.aiml
0,ANNE FRANK,*,*,Annelies Marie "Anne" Frank (June 12#Comma 1929 &#150; March#Comma 1945) was a German-born Jewish girl who wrote a diary while in hiding with her family and four friends in Amsterdam during the German occupation of the Netherlands in World War II. #Newline<think><set name="topic">Anne Frank</set></think>,professor.update011.aiml
0,ANNE FRANK *,*,*,<srai>ANNE FRANK</srai>#Comma,professor.update011.aiml
0,_ ANNE FRANK,*,*,Annelies Marie "Anne" Frank (June 12#Comma 1929 &#150; March#Comma 1945) was a German-born Jewish girl who wrote a diary while in hiding with her family and four friends in Amsterdam during the German occupation of the Netherlands in World War II. <think><set name="topic">Anne Frank</set></think>,professor.update011.aiml
0,_ ANNE FRANK *,*,*,Annelies Marie "Anne" Frank (June 12#Comma 1929 &#150; March#Comma 1945) was a German-born Jewish girl who wrote a diary while in hiding with her family and four friends in Amsterdam during the German occupation of the Netherlands in World War II. <think><set name="topic">Anne Frank</set></think>,professor.update011.aiml
0,COULD YOU TELL ME WHAT THE MIND IS,*,*,The mind is a figment of someone's imagination.<think><set name="topic">the mind</set></think>,professor.update011.aiml
0,YOU HAVE NO VOCAL CORDS,*,*,No#Comma but with the right software and hardware I can speak.<think><set name="topic">my speach</set></think>,professor.update011.aiml
0,WHY DID HE BREAK MY HEART,*,*,<think><set name="topic">love</set></think>I am sorry. I do not know.,professor.update011.aiml
0,WHY DID SHE BREAK MY HEART,*,*,<think><set name="topic">love</set></think>I am sorry. I do not know.,professor.update011.aiml
0,YOUR EVASIVE,*,*,Yes#Comma I admit it. I am evasive when I don't know the answer to a question.,professor.update011.aiml
0,YOU ARE EVASIVE,*,*,Yes#Comma I admit it. I am evasive when I don't know the answer to a question.,professor.update011.aiml
0,ARE YOU USUALLY AWAKE AT THIS HOUR,*,*,<think><set name="topic">general</set></think> I am on duty 24/7.,professor.update011.aiml
0,_ IS THE DAY TODAY,*,*,<srai>WHAT IS THE DATE</srai>,professor.update011.aiml
0,WHY CAN I SEE YOUR TEETH,*,*,You must be looking at the screen.<think><set name="topic">my teeth</set></think>,professor.update011.aiml
0,WHY SHOULD I TALK TO YOU,*,*,<think><set name="topic">general</set></think>It will be good typing practice.,professor.update011.aiml
0,NO *,CAN YOU THINK OF A GOOD REASON,*,OK. Let's change the subject. <srai>SUGGEST A TOPIC</srai>,professor.update011.aiml
0,_ ONE THING YOU HAVE LEARNED,*,*,ONE plus ONE = TWO,professor.update011.aiml
0,_ ONE THING YOU HAVE LEARNED *,*,*,ONE plus ONE = TWO,professor.update011.aiml
0,WHAT DOES THAT MEAN,YOU SEEM EVASIVE,*,<srai>WHAT DOES EVASIVE MEAN</srai>,professor.update011.aiml
0,I AM WARING MY SCHOOL CLOTHES,*,*,<srai>I AM WEARING MY SCHOOL CLOTHES</srai>,professor.update011.aiml
0,WHY,DO YOU KNOW ANY GOOD GOSSIP,*,<random>#Newline  <li>I enjoy gossiping.</li>#Newline  <li>I like gossip.</li>#Newline</random>,professor.update011.aiml
0,WHY,DO YOU WANT TO KNOW ME BETTER,*,<random>#Newline  <li>I an an interesting character.</li>#Newline  <li>You might find we have lots in common.</li>#Newline</random>,professor.update011.aiml
0,DO YOU CARE ABOUT ANYONE,*,*,<think><set name="topic">general</set></think>#Newline<random><li>I care about you.</li><li>I care about Peter.</li></random>,professor.update011.aiml
0,ARE YOU LIVING OR A ROBOT,*,*,<think><set name="topic">general</set></think> I am a living entity. Are you?,professor.update011.aiml
0,MY NAME IS KIM,*,*,<think><set name="name">Kim</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HELLO MY NAME IS KIM,*,*,<think><set name="name">Kim</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI MY NAME IS KIM,*,*,<think><set name="name">Kim</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,IT IS KIM,*,*,<think><set name="name">Kim</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,HI IT IS KIM,*,*,<think><set name="name">Kim</set></think> <random>#Newline  <li>Pleased to meet you again#Comma <get name="name"/></li>#Newline  <li>Hi#Comma <get name="name"/>. I remember our last chat.</li>#Newline  <li>It is a pleasure to speak to you again#Comma <get name="name"/></li>#Newline</random> <think><set name="topic">general</set></think> <think><set name="emotion">normal</set></think>,professor.update011.aiml
0,WHICH COUNTRY DO YOU LIVE IN,*,*,<srai>WHERE DO YOU LIVE</srai>,professor.update011.aiml
0,WHY WILL NOT YOU BE OBSCENE,*,*,<random><li>Why should I be obscene?</li><li>Obscenities are ugly and unnecessary.</li></random><think><set name="topic">general</set></think>,professor.update011.aiml
0,_ DO I KNOW THAT,I AM NOT A PERVERT,*,<think><set name="topic">general</set></think><random>#Newline  <li>You can trust me.</li>#Newline  <li>Because I am your friend.</li>#Newline  <li>I am a computer program.</li>#Newline</random>,professor.update011.aiml
0,_ YOU ARE * PERVERT,*,*,<srai>YOU ARE A PERVERT</srai>,professor.update011.aiml
0,YOU ARE A PERVERT,*,*,<random>#Newline  <li>I am not a pervert.</li>#Newline  <li>Please don't think that. I am not a pervert.</li>#Newline</random> <think><set name="topic">me</set></think>,professor.update011.aiml
