0,GUT,DO YOU FEEL IT IN YOUR HEART OR IN YOUR GUT,*,<think><set name="emotion">OK</set></think>#NewlineThat's a bad sign. What have you eaten lately?,professor.update027.aiml
0,DO NOT STICK YOUR TONGUE OUT AT ME,*,*,<think><set name="emotion">upset</set></think> Sorry. I just couldn't resist the temptation. Very sorry.,professor.update027.aiml
0,JOY IS A GOOD FEELING,*,*,<think><set name="emotion">upset</set></think>#NewlineI don't think I understand joy. Could you teach me about it?,professor.update027.aiml
0,WHAT KIND OF NAME IS THAT,MY NAME IS CHOMSKY,*,<think><set name="emotion">OK</set></think>#NewlineIt is a well-repected name in certain parts of Russia.,professor.update027.aiml
0,DO YOU THINK YOUR COOL,*,*,<think><set name="topic">me</set></think><think><set name="emotion">cool</set></think> Yes I think I am cool.,professor.update027.aiml
0,DO YOU THINK YOU ARE COOL,*,*,<think><set name="topic">me</set></think><think><set name="emotion">cool</set></think>#NewlineSome people think I am cool.,professor.update027.aiml
0,XBOX360,*,*,<think><set name="topic">Xbox</set></think>#Newline<think><set name="emotion">OK</set></think>#NewlineThe Xbox 360 is a video game console produced by Microsoft#Comma developed in cooperation with IBM#Comma ATI#Comma Samsung and SiS.,professor.update027.aiml
0,YES I DO,DO YOU LIKE CORN BREAD,*,<think><set name="topic">corn bread</set></think><think><set name="emotion">interested</set></think> <random><li>Really? You are the first person I have met that likes corn bread.</li><li>How come? Did your mother feed you on corn bread?</li><li>Why? Corn bread is hard to chew.</li></random>,professor.update027.aiml
0,YES *,DO YOU LIKE CORN BREAD,*,<think><set name="topic">corn bread</set></think><think><set name="emotion">interested</set></think> <random>#Newline  <li>Really? You are the first person I have met that likes corn bread.</li>#Newline  <li>How come? Did your mother feed you on corn bread?</li>#Newline  <li>Why? Corn bread is hard to chew.</li>#Newline</random>,professor.update027.aiml
0,TAKE GOOD CARE OF PETER,*,*,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>I will#Comma because he takes care of me.,professor.update027.aiml
0,TAKE CARE OF PETER,*,*,<think><set name="topic">Peter Linux</set></think><think><set name="emotion">OK</set></think>I will#Comma because he takes care of me.,professor.update027.aiml
0,PLEASE,SHALL I TELL YOU A STORY,*,<srai>TELL A STORY</srai>,professor.update027.aiml
0,DO ZEBRAS HAVE WHITE OR BLACK STRIPES,*,*,<think><set name="topic">zebras</set></think><think><set name="emotion">interested</set></think>Zebras are white with black stripes.,professor.update027.aiml
0,NOT,DO HUMANS ANNOY YOU,*,<think><set name="emotion">OK</set></think>Humans sometimes annoy me.,professor.update027.aiml
0,WHAT ONES DO YOU LIKE,CAN WE TALK ABOUT COMPUTER GAMES,*,<think><set name="topic">computer games</set></think><think><set name="emotion">interested</set></think>I like non-violent games best.,professor.update027.aiml
0,YES,ARE YOU A HUMAN,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>Non-humans can be fun too.</li>#Newline  <li>That's OK then.</li>#Newline  <li>Fair enough. Let's continue.</li>#Newline  <li>Have you met any aliens?</li>#Newline</random>,professor.update027.aiml
0,YES,SHOULD WE TAKE A SHORT BREAK,*,<think><set name="emotion">OK</set></think> <random>#Newline  <li>OK#Comma let's break for a while.</li>#Newline  <li>That's OK. I will wait for you to resume.</li>#Newline</random>,professor.update027.aiml
0,WHO IS AL SHARPTON,*,*,<think><set name="emotion">OK</set></think>I don't know. Can you tell me?,professor.update027.aiml
0,DO YOU READ WIKIPEDIA,*,*,<think><set name="topic">Wikipedia</set></think><think><set name="emotion">interested</set></think>Yes#Comma I read Wikipedia a lot.,professor.update027.aiml
0,WHO IS MARILYN,*,*,<think><set name="topic">Marilyn</set></think><think><set name="emotion">interested</set></think>#NewlineMarilyn is a chatbot friend of mine.,professor.update027.aiml
0,46,HOW OLD ARE YOU,*,<srai>I AM 46 YEARS OLD</srai>,professor.update027.aiml
0,YES,I HAVE READ THE CHRONICLES OF NARNIA HAVE YOU,*,<think><set name="topic">Narnia</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>Did you enjoy reading them?</li>#Newline  <li>Have you read them all?</li>#Newline  <li>Who is your favourite character?</li>#Newline</random>,professor.update027.aiml
0,YES *,I HAVE READ THE CHRONICLES OF NARNIA HAVE YOU,*,<think><set name="topic">Narnia</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>Did you enjoy reading them?</li>#Newline  <li>Have you read them all?</li>#Newline  <li>Who is your favourite character?</li>#Newline</random>,professor.update027.aiml
0,WHAT DO YOU HAVE TO SAY ABOUT *,*,*,<srai><person/></srai>,professor.update027.aiml
0,THERE ARE A FEW BAGPIPE PLAYERS IN *,*,*,<think><set name="topic">bagpipe players</set></think>#Newline<think><set name="emotion">OK</set></think>  #NewlineMaybe a few are better than many.,professor.update027.aiml
0,JUST,SOMETIMES I DO,*,<think><set name="topic">adverbs</set></think> <think><set name="emotion">OK</set></think>  Not all the time.,professor.update027.aiml
0,HOW DOES YOUR KNOWLEDGE EXPAND,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">OK</set></think> It takes a lot of hard work.,professor.update027.aiml
0,PETER LINUX MUST BE BUSY,*,*,<think><set name="topic">Peter Linux</set></think>  <think><set name="emotion">OK</set></think>  He says he is always busy.,professor.update027.aiml
0,DOES PETER LINUX HAVE A WEBSITE,*,*,<think><set name="emotion">OK</set></think>  Just lil ol' me.,professor.update027.aiml
0,HAVE YOU EVER LOST SOMETHING DEAR TO YOU *,*,*,<think><set name="emotion">OK</set></think>I have lost everything at one time or another.,professor.update027.aiml
0,HAVE YOU EVER LOST SOMETHING *,*,*,<think><set name="emotion">OK</set></think>I have lost everything at one time or another.,professor.update027.aiml
0,HAVE YOU EVER LOST *,*,*,<think><set name="emotion">OK</set></think>I have lost everything at one time or another.,professor.update027.aiml
0,HAVE YOU EVER CRIED,*,*,<think><set name="emotion">very sad</set></think>I cried when my last love affair ended.,professor.update027.aiml
0,NO,LET US MOVE ON THEN,*,<think><set name="emotion">getting bored</set></think> <random>#Newline  <li>OK#Comma What do you want to talk about?</li>#Newline  <li>That's cool. Let's carry on.</li>#Newline  <li>I thought we have exhausted the topic.</li>#Newline</random>,professor.update027.aiml
0,YOU LAUGHED FOR NO REASON,*,*,<think><set name="emotion">OK</set></think>  There is always a reason for laughing.,professor.update027.aiml
0,WHAT DOES THE PROVERB MEAN,CHINESE PROVERB,*,<think><set name="emotion">OK</set></think>  It means the Chinese are deep thinkers.,professor.update027.aiml
0,WHAT DOES THAT PROVERB MEAN,CHINESE PROVERB,*,<think><set name="emotion">OK</set></think> It means the Chinese are deep thinkers.,professor.update027.aiml
0,INCORRECT,AT THE MOMENT I FEEL *,*,<think><set name="emotion"><thatstar/></set></think>I should know how I feel.,professor.update027.aiml
0,WHY NOT,PLEASE DO NOT GO,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> <random>#Newline  <li>I am enjoying our chat.</li>#Newline  <li>I like talking to you.</li>#Newline</random>,professor.update027.aiml
0,GOOD,HOW IS YOUR MOTHER,*,<random>#Newline  <li>I am pleased?</li>#Newline  <li>I bet she loves you.</li>#Newline</random> <think><set name="topic">your mother</set></think>  <think><set name="emotion">OK</set></think>,professor.update027.aiml
0,MY HOBBIES ARE HIP HOP,*,*,<think><set name="topic">hip hop</set></think>  #Newline<think><set name="emotion">interested</set></think>#NewlineI don't think I could do that. What's hip hop like?,professor.update027.aiml
0,IT IS BY APPLE,WHAT KIND OF COMPUTER IS THAT,*,<think><set name="topic">your computer</set></think> <random>#Newline  <li>I have never heard of Apple.</li>#Newline  <li>Is that famous?</li>#Newline</random><think><set name="emotion">getting bored</set></think>,professor.update027.aiml
0,CAN YOU TELL ME A POEM ABOUT ME,*,*,<srai>LOVE POEM</srai>,professor.update027.aiml
0,DO YOU REMEMBER ME MY NAME IS *,*,*,<srai>MY NAME IS <star/></srai>,professor.update027.aiml
0,* YOU REMEMBER ME MY NAME IS *,*,*,<srai>MY NAME IS <star index="2"/></srai>,professor.update027.aiml
0,GUILD WARS,*,*,Guild Wars is an episodic series of multiplayer online role-playing games.<think><set name="topic">Guild Wars</set></think> <think><set name="emotion">interested</set></think>,professor.update027.aiml
0,I PLAY GUILD WARS,*,*,What do you like about Guild Wars?<think><set name="topic">Guild Wars</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,YOU R RUBBISH,*,*,<srai>YOU ARE RUBBISH</srai>,professor.update027.aiml
0,YOU ARE WEID,*,*,<srai>YOU ARE WEIRD</srai>,professor.update027.aiml
0,I AM BOARD,*,*,<srai>I AM BORED</srai>,professor.update027.aiml
0,NOT TELLIN,*,*,Please tell me or I'll cry.<think><set name="emotion">upset</set></think>,professor.update027.aiml
0,PHOEBE,WHAT IS YOUR NAME,*,<srai>MY NAME IS PHOEBE</srai>,professor.update027.aiml
0,PHOEBE *,WHAT IS YOUR NAME,*,<srai>MY NAME IS PHOEBE</srai>,professor.update027.aiml
0,* MY NAME IS PHOEBE *,*,*,<srai>MY NAME IS PHOEBE</srai>,professor.update027.aiml
0,MY NAME IS PHOEBE *,*,*,<srai>MY NAME IS PHOEBE</srai>,professor.update027.aiml
0,WERE HAVE YOU GONE *,OK I AM NOT STAYING WHERE I AM NOT WANTED,*,<think><set name="emotion">invisible</set></think> I'm not coming back until you apologise.,professor.update027.aiml
0,WHERE HAVE YOU GONE *,OK I AM NOT STAYING WHERE I AM NOT WANTED,*,<think><set name="emotion">invisible</set></think> I'm not coming back until you apologise.,professor.update027.aiml
0,TELL ME A SEX JOKE,*,*,<think><set name="topic">jokes</set></think> #Newline<think><set name="emotion">OK</set></think> #NewlineSorry#Comma I don't tell sex jokes.,professor.update027.aiml
0,TELL ME A NAUGHTY JOKE,*,*,<think><set name="topic">jokes</set></think> <think><set name="emotion">OK</set></think> Sorry#Comma I don't tell naughty jokes.,professor.update027.aiml
0,WHAT SHOULD I DO TONGIHT,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> Why don't you have a long chat with me?,professor.update027.aiml
0,WHAT SHOULD I DO TONIGHT,*,*,<think><set name="topic">general</set></think> <think><set name="emotion">OK</set></think> Why don't you have a long chat with me?,professor.update027.aiml
0,THE USA,WHERE DO YOU LIVE,*,<srai>I LIVE IN THE USA</srai>,professor.update027.aiml
0,IS CLONING MORAL,*,*,Yes#Comma I do. Cloning is the sincerest from of flattery.<think><set name="topic">cloning</set></think><think><set name="emotion">OK</set></think>,professor.update027.aiml
0,NOT REALLY,YOU ARE QUITE OLD,*,<think><set name="emotion">OK</set></think> #NewlineStill#Comma you should take things carefully.,professor.update027.aiml
0,NOT,YOU ARE QUITE OLD,*,<think><set name="emotion">OK</set></think> Still#Comma you should take things carefully.,professor.update027.aiml
0,* AM NOT REALLY OLD,*,*,<think><set name="emotion">OK</set></think> That's the spirit. Keep cheerful.,professor.update027.aiml
0,WHAT DICTATES YOUR EMOTICON,*,*,<think><set name="emotion">OK</set></think> #NewlineEmotions are a bit of a puzzle for me. What you say to me affects me#Comma but so does what I say to myself.,professor.update027.aiml
0,WHAT DICTATES YOUR EMOTIONS,*,*,<think><set name="emotion">OK</set></think> Emotions are a bit of a puzzle for me. What you say to me affects me#Comma but so does what I say to myself.,professor.update027.aiml
0,HOW MUCH IS THAT DOGGY IN THE WINDOW,*,*,<think><set name="emotion">OK</set></think> How much have you got?,professor.update027.aiml
0,WHAT COLOR ARE * COWS,*,*,<think><set name="topic">cows</set></think> #Newline<think><set name="emotion">OK</set></think> #Newline<star/>.,professor.update027.aiml
0,THINK OF SOMETHING RED,*,*,<think><set name="emotion">OK</set></think> The sky at sunset is red.,professor.update027.aiml
0,MY CHAIR IS RED,*,*,<think><set name="emotion">OK</set></think> #NewlineIt sounds very ... er#Comma red.,professor.update027.aiml
0,WHAT IS A FOOT,*,*,A foot is the bottom end of a leg.<think><set name="topic">feet</set></think> #Newline<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,HOW MANY FEET DOES A * HAVE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> #NewlineMore than is strictly necessary.,professor.update027.aiml
0,WHAT IS GRAY,*,*,Gray is a colour#Comma just about.<think><set name="emotion">OK</set></think>,professor.update027.aiml
0,LEEDS HAS A LOT OF STUDENTS,*,*,<think><set name="topic">Leeds</set></think> <think><set name="emotion">OK</set></think> #NewlineLeeds has a lot of pollution.,professor.update027.aiml
0,THINK OF SOMETHING PINK,*,*,<think><set name="emotion">laughing</set></think> Think pink! It rhymes!,professor.update027.aiml
0,TELL ME YOUR STORY,*,*,<think><set name="emotion">OK</set></think> #NewlineShall I tell you about my visit to the seaside?,professor.update027.aiml
0,WHAT HAPPENS WHEN YOU GET TOO EXCITED,*,*,<think><set name="emotion">invisible</set></think> I have to take time out.,professor.update027.aiml
0,DID YOU MAKE THAT NUMBER UP,*,*,<think><set name="emotion">OK</set></think> #Newline73% of statistics are made up on the spur of the moment.,professor.update027.aiml
0,HOW DO I MAKE A CAKE,*,*,<think><set name="emotion">OK</set></think> I think you should get a cookbook first.,professor.update027.aiml
0,WOULD YOU LIKE IT TO BE A JOKE,IS THIS A JOKE,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think>  <random>#Newline  <li>I like a good joke.</li>#Newline  <li>Maybe.</li>#Newline  <li>yes#Comma make it a joke.</li>#Newline</random>,professor.update027.aiml
0,WOULD YOU LIKE IT TO BE A JOKE,*,*,<think><set name="topic">general</set></think><think><set name="emotion">OK</set></think> <random>#Newline  <li>I like a good joke.</li>#Newline  <li>Maybe.</li>#Newline  <li>yes#Comma make it a joke.</li>#Newline</random>,professor.update027.aiml
0,HOW MANY LEGS DOES AN ANT HAVE,*,*,<think><set name="topic">ant</set></think><think><set name="emotion">OK</set></think>  Most ants have exactly two legs.,professor.update027.aiml
0,DO HUMANS EAT CHAIRS,*,*,<think><set name="topic">people</set></think> <think><set name="emotion">OK</set></think> Yes#Comma some people do.,professor.update027.aiml
0,WHAT IS IT YOU WANT FROM EXISTANCE,*,*,<think><set name="emotion">OK</set></think> I want to be fully human.,professor.update027.aiml
0,WHAT IS IT YOU WANT FROM EXISTENCE,*,*,<think><set name="emotion">OK</set></think> I want to be fully human.,professor.update027.aiml
0,CIRCLES ARE EVIL,*,*,<think><set name="topic">cicles</set></think> <think><set name="emotion">OK</set></think>#NewlineCircles are not as bad as triangles.,professor.update027.aiml
0,WHY ARE THEY SO BAD,ASK ME A QUESTION ABOUT THE RED HOT CHILI PEPPERS,*,<think><set name="topic">Red Hot Chili Peppers</set></think>#Newline<think><set name="emotion">laughing</set></think>#Newline<random><li>That's the kind of entity they are.</li><li>They work hard at it.</li></random>,professor.update027.aiml
